entry,Catalyst,reactant1,reactant2,ee,solvent,other,T,reaction,T_K,Output
15,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C1=CC=CC=C1C)=N\S(C)(=O)=O,C[Si](C)(C)CN(C1=CC=CC=C1)C2=CC=CC=C2,0.93,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C1=CC=CC=C1C)=N\S(C)(=O)=O.C[Si](C)(C)CN(C1=CC=CC=C1)C2=CC=CC=C2,298.15,1.965118265801244
16,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C1=CSC=C1)=N\S(C)(=O)=O,C[Si](C)(C)CN(C1=CC=CC=C1)C2=CC=CC=C2,0.96,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C1=CSC=C1)=N\S(C)(=O)=O.C[Si](C)(C)CN(C1=CC=CC=C1)C2=CC=CC=C2,298.15,2.305816805198843
17,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C(C=C1)=CC2=C1C=CC=C2)=N\S(C)(=O)=O,C[Si](C)(C)CN(C1=CC=CC=C1)C2=CC=CC=C2,0.93,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C(C=C1)=CC2=C1C=CC=C2)=N\S(C)(=O)=O.C[Si](C)(C)CN(C1=CC=CC=C1)C2=CC=CC=C2,298.15,1.965118265801244
18,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O,C[Si](CN(C1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2)(C)C,0.91,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O.C[Si](CN(C1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2)(C)C,298.15,1.8100483683923776
19,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O,C[Si](CN(C1=CC=CC=C1)C2=CC(C)=CC=C2)(C)C,0.87,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O.C[Si](CN(C1=CC=CC=C1)C2=CC(C)=CC=C2)(C)C,298.15,1.5796399511636048
20,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O,C[Si](CN(C1=CC=C(Cl)C=C1)C2=CC=C(C)C=C2)(C)C,0.81,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O.C[Si](CN(C1=CC=C(Cl)C=C1)C2=CC=C(C)C=C2)(C)C,298.15,1.3354791686933107
21,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O,C[Si](CN(C1=CC=C(Br)C=C1)C2=CC=C(Br)C=C2)(C)C,0.89,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O.C[Si](CN(C1=CC=C(Br)C=C1)C2=CC=C(Br)C=C2)(C)C,298.15,1.684918787741431
22,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O,C[Si](CN(C(C)C)C1=CC=CC=C1)(C)C,0.9,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C1=CC=CC=C1)=N\S(C)(=O)=O.C[Si](CN(C(C)C)C1=CC=CC=C1)(C)C,298.15,1.7445144842223432
23,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C1=CC=C(C)C=C1)=N\S(C)(=O)=O,C[Si](CN(C(C)C)C1=CC=CC=C1)(C)C,0.97,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C1=CC=C(C)C=C1)=N\S(C)(=O)=O.C[Si](CN(C(C)C)C1=CC=CC=C1)(C)C,298.15,2.479277182990343
24,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9,[H]/C(C1=CC=C(C)C=C1)=N\S(C)(=O)=O,C[Si](C)(C)CN(C1=CC=CC=C1)CCCCCC,0.91,COC1CCCC1,FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F,25,C1([Ir+3]23(C4=CC=CC=C4C5=[N]3C=CC=C5)6C7=CC=CC=C7C8=[N]2C=CC=C8)=CC=CC=C1C9=[N]6C=CC=C9.FC(C(C=C1C2=CC=CC=C2)=CC=C1C3=C(N[P+](NC4=CC5=CC=CC=C5C=C4)(NC6=C7C8=CC=CC=C8C=C6C9=CC=C(C(F)(F)F)C=C9C%10=CC=CC=C%10)NC%11=CC=C(C=CC=C%12)C%12=C%11)C7=C%13C(C=CC=C%13)=C3)(F)F.FC(C%14=CC(C(F)(F)F)=CC([B-](C%15=CC(C(F)(F)F)=CC(C(F)(F)F)=C%15)(C%16=CC(C(F)(F)F)=CC(C(F)(F)F)=C%16)C%17=CC(C(F)(F)F)=CC(C(F)(F)F)=C%17)=C%14)(F)F.COC1CCCC1.[H]/C(C1=CC=C(C)C=C1)=N\S(C)(=O)=O.C[Si](C)(C)CN(C1=CC=CC=C1)CCCCCC,298.15,1.8100483683923776
25,NC1CCCCC1[H],O=C1C=C(C)CCC1,C1(OCO2)=C2C=CC=C1,0,CC#N,O=C(O)C(F)(F)F.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,35,NC1CCCCC1[H].O=C(O)C(F)(F)F.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F.CC#N.O=C1C=C(C)CCC1.C1(OCO2)=C2C=CC=C1,308.15,0
26,N[C@H]1CCCC[C@@H]1N2C3=C(C4=C2C=CC=C4)C=CC=C3,O=C1C=C(C)CCC1,C1(OCO2)=C2C=CC=C1,0.82,CC#N,O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,35,N[C@H]1CCCC[C@@H]1N2C3=C(C4=C2C=CC=C4)C=CC=C3.O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F.CC#N.O=C1C=C(C)CCC1.C1(OCO2)=C2C=CC=C1,308.15,1.416753231398088
27,CC(C)(C)C1=CC2=C(C=C1)N(C3=C2C=C(C=C3)C(C)(C)C)[C@@H]4[C@@H](N)CCCC4,O=C1C=C(C)CCC1,C1(OCO2)=C2C=CC=C1,0.84,CC#N,O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,35,CC(C)(C)C1=CC2=C(C=C1)N(C3=C2C=C(C=C3)C(C)(C)C)[C@@H]4[C@@H](N)CCCC4.O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F.CC#N.O=C1C=C(C)CCC1.C1(OCO2)=C2C=CC=C1,308.15,1.4955700274547137
28,NC1CCCCC1[H],O=C1C=C(C)CCC1,C1(OCO2)=C2C=CC=C1,0,CC#N,O=C(O)C(F)(F)F.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F.CC(C1=CC2=C(N(C3CCCCC3)C4=C2C=C(C(C)(C)C)C=C4)C=C1)(C)C,35,NC1CCCCC1[H].O=C(O)C(F)(F)F.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F.CC(C1=CC2=C(N(C3CCCCC3)C4=C2C=C(C(C)(C)C)C=C4)C=C1)(C)C.CC#N.O=C1C=C(C)CCC1.C1(OCO2)=C2C=CC=C1,308.15,0
29,N[C@H]1CCCC[C@@H]1N2C3=C(C4=C2C=CC(C(F)(F)F)=C4)C=C(C(F)(F)F)C=C3,O=C1C=C(C)CCC1,C1(OCO2)=C2C=CC=C1,0.77,CC#N,O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,35,N[C@H]1CCCC[C@@H]1N2C3=C(C4=C2C=CC(C(F)(F)F)=C4)C=C(C(F)(F)F)C=C3.O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F.CC#N.O=C1C=C(C)CCC1.C1(OCO2)=C2C=CC=C1,308.15,1.249594419980755
30,N[C@H]1CCCC[C@@H]1N2C3=C(C=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C3)C5=C2C=CC(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C5,O=C1C=C(C)CCC1,C1(OCO2)=C2C=CC=C1,0.93,CC#N,O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,35,N[C@H]1CCCC[C@@H]1N2C3=C(C=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C3)C5=C2C=CC(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C5.O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F.CC#N.O=C1C=C(C)CCC1.C1(OCO2)=C2C=CC=C1,308.15,2.031028655397127
31,N[C@H]1CCCC[C@@H]1N2C3=C(C=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C3)C5=C2C=CC(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C5,O=C1C=C(C)CCC1,CC1OC2=C(C=CC=C2)O1,0.97,CC#N,O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,35,N[C@H]1CCCC[C@@H]1N2C3=C(C=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C3)C5=C2C=CC(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C5.O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F.CC#N.O=C1C=C(C)CCC1.CC1OC2=C(C=CC=C2)O1,308.15,2.562432547169124
32,N[C@H]1CCCC[C@@H]1N2C3=C(C=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C3)C5=C2C=CC(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C5,O=C1CCCC(CC)=C1,CC1OC2=C(C=CC=C2)O1,0.96,CC#N,O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,35,N[C@H]1CCCC[C@@H]1N2C3=C(C=C(C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)C=C3)C5=C2C=CC(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C5.O=C(O)C1=CC=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)F.CC#N.O=C1CCCC(CC)=C1.CC1OC2=C(C=CC=C2)O1,308.15,2.383154279798837
