entry,Catalyst,reactant1,reactant2,ee,solvent,other,T,reaction,T_K,Output
61,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-],CCCCCCCC=O,BrCC(C1=CC=CC=C1)=O,0.96,CC1=NC(C)=CC=C1.O=CN(C)C,,23,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-].CC1=NC(C)=CC=C1.O=CN(C)C.CCCCCCCC=O.BrCC(C1=CC=CC=C1)=O,296.15,2.2903493102788435
62,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-],CCCCCCCC=O,BrCC(C1=CC=C(OC)C=C1)=O,0.96,CC1=NC(C)=CC=C1.O=CN(C)C,,23,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-].CC1=NC(C)=CC=C1.O=CN(C)C.CCCCCCCC=O.BrCC(C1=CC=C(OC)C=C1)=O,296.15,2.2903493102788435
63,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-],CCCCCCCC=O,BrCC(C1=CC=C([N+]([O-])=O)C=C1)=O,0.95,CC1=NC(C)=CC=C1.O=CN(C)C,,23,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-].CC1=NC(C)=CC=C1.O=CN(C)C.CCCCCCCC=O.BrCC(C1=CC=C([N+]([O-])=O)C=C1)=O,296.15,2.156018327323742
64,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-],CCCCCCCC=O,O=C(OCC(F)(F)F)CBr,0.92,CC1=NC(C)=CC=C1.O=CN(C)C,,23,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-].CC1=NC(C)=CC=C1.O=CN(C)C.CCCCCCCC=O.O=C(OCC(F)(F)F)CBr,296.15,1.8702953478864743
65,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-],CCCCCCCC=O,CC(C(OCC)=O)(C(OCC)=O)Br,0.88,CC1=NC(C)=CC=C1.O=CN(C)C,,23,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-].CC1=NC(C)=CC=C1.O=CN(C)C.CCCCCCCC=O.CC(C(OCC)=O)(C(OCC)=O)Br,296.15,1.6192877686292324
66,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-],CCCCCCCC=O,O=C1C(C(OC(C)(C)C)=O)(CC2=CC=CC=C21)Br,0.99,CC1=NC(C)=CC=C1.O=CN(C)C,,23,C12=[N]([Ru+2]3([N]4=C2C=CC=C4)([N]5=C6C=CC=C5)([N]7=C6C=CC=C7)[N]8=C(C9=[N]3C=CC=C9)C=CC=C8)C=CC=C1.[Cl-].[Cl-].CC1=NC(C)=CC=C1.O=CN(C)C.CCCCCCCC=O.O=C1C(C(OC(C)(C)C)=O)(CC2=CC=CC=C21)Br,296.15,3.115127658974659
67,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=CC=C1)=O)C2=NC=CC=C2,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.91,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=CC=C1)=O)C2=NC=CC=C2.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.3547284702557745
68,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=C(C#N)C=C1)=O)C2=NC=CC=C2,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.9,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=C(C#N)C=C1)=O)C2=NC=CC=C2.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.3056797154258457
69,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=CC(C#N)=C1)=O)C2=NC=CC=C2,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.9,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=CC(C#N)=C1)=O)C2=NC=CC=C2.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.3056797154258457
70,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=C(C(F)(F)F)C=C1)=O)C2=NC=CC=C2,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.91,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=C(C(F)(F)F)C=C1)=O)C2=NC=CC=C2.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.3547284702557745
71,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=C(F)C=C1)=O)C2=NC=CC=C2,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.9,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=C(F)C=C1)=O)C2=NC=CC=C2.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.3056797154258457
72,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=CC(F)=C1)=O)C2=NC=CC=C2,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.91,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=CC(F)=C1)=O)C2=NC=CC=C2.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.3547284702557745
73,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=C(Cl)C=C1)=O)C2=NC=CC=C2,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.9,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=C(Cl)C=C1)=O)C2=NC=CC=C2.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.3056797154258457
74,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=CC(Cl)=C1)=O)C2=NC=CC=C2,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.9,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=CC(Cl)=C1)=O)C2=NC=CC=C2.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.3056797154258457
75,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=C(Br)C=C1)=O)C2=NC=CC=C2,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.88,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=C(Br)C=C1)=O)C2=NC=CC=C2.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.2201386647631716
76,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7,O=C(CC(C1=CC=C(C(O[C@H]2C[C@@H](C)CC[C@@H]2C(C)C)=O)C=C1)=O)C3=NC=CC=C3,C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,0.94,ClCCl,,-50,COC(S1)=CC=C1C2=C(C3=CC=C(OC)S3)N=C(C#N)C(C#N)=N2.O=P1(O)OC2=C(C3=C(CC=C4CC=C5)C(C4=C5C=C6)=C6C=C3)C=CC7=C2[C@@]8(CCC9=C8C(O1)=C(C%10=CC=C%11C%12=C%10C=CC%13=C%12C(CC=C%13)=CC%11)C=C9)CC7.ClCCl.O=C(CC(C1=CC=C(C(O[C@H]2C[C@@H](C)CC[C@@H]2C(C)C)=O)C=C1)=O)C3=NC=CC=C3.C=C(NC(C(C)(C)C)=O)C1=CC=CC=C1,223.15,1.5414384812352788
