Epoch,Train R$^2$,Validation R$^2$,Test R$^2$
0,-3.8439149856567383,-0.9608392715454102,0.531661868095398
1,-1.9635303020477295,-0.5168261528015137,0.531661868095398
2,-0.3327580690383911,-0.0006455183029174805,0.531661868095398
3,0.08058398962020874,0.17023617029190063,0.531661868095398
4,0.2156893014907837,0.24240082502365112,0.531661868095398
5,0.2946436405181885,0.2351696491241455,0.531661868095398
6,0.3306530714035034,0.20451390743255615,0.531661868095398
7,0.38144201040267944,0.3083344101905823,0.531661868095398
8,0.41068631410598755,0.3011566400527954,0.531661868095398
9,0.4487629532814026,0.2271045446395874,0.531661868095398
10,0.4729192852973938,0.3271743655204773,0.531661868095398
11,0.492027223110199,0.3534280061721802,0.531661868095398
12,0.5101931095123291,0.3589358329772949,0.531661868095398
13,0.5408281683921814,0.29273515939712524,0.531661868095398
14,0.5442500114440918,0.352155864238739,0.531661868095398
15,0.5605770349502563,0.35952967405319214,0.531661868095398
16,0.5891116857528687,0.36654675006866455,0.531661868095398
17,0.6112639904022217,0.40835487842559814,0.531661868095398
18,0.6159932613372803,0.3630257844924927,0.531661868095398
19,0.6350358724594116,0.41154205799102783,0.531661868095398
20,0.6640381813049316,0.40569227933883667,0.531661868095398
21,0.6717841625213623,0.43428224325180054,0.531661868095398
22,0.6805015802383423,0.39410853385925293,0.531661868095398
23,0.6916438341140747,0.43704938888549805,0.531661868095398
24,0.7019206285476685,0.43898630142211914,0.531661868095398
25,0.7171348333358765,0.43188971281051636,0.531661868095398
26,0.7040725350379944,0.4480282664299011,0.531661868095398
27,0.7321228384971619,0.43382203578948975,0.531661868095398
28,0.743557333946228,0.4424707889556885,0.531661868095398
29,0.739882230758667,0.4716920852661133,0.531661868095398
30,0.7570900917053223,0.4559043049812317,0.531661868095398
31,0.7638163566589355,0.4712647795677185,0.531661868095398
32,0.7727912664413452,0.4449610114097595,0.531661868095398
33,0.7669200897216797,0.44867342710494995,0.531661868095398
34,0.7885229587554932,0.4684833884239197,0.531661868095398
35,0.7894878387451172,0.46690213680267334,0.531661868095398
36,0.7930835485458374,0.4499627947807312,0.531661868095398
37,0.801945149898529,0.4399269223213196,0.531661868095398
38,0.8107344508171082,0.4277697801589966,0.531661868095398
39,0.808874249458313,0.48164695501327515,0.531661868095398
40,0.8158527612686157,0.4673141837120056,0.531661868095398
41,0.821111798286438,0.47746771574020386,0.531661868095398
42,0.8261630535125732,0.4549573063850403,0.531661868095398
43,0.8355416059494019,0.4767850637435913,0.531661868095398
44,0.8372464179992676,0.497886061668396,0.531661868095398
45,0.8433360457420349,0.4771420955657959,0.531661868095398
46,0.8436666131019592,0.48883527517318726,0.531661868095398
47,0.847608208656311,0.4761776924133301,0.531661868095398
48,0.8492954969406128,0.463531494140625,0.531661868095398
49,0.8492165207862854,0.48891913890838623,0.531661868095398
50,0.8516855239868164,0.502941370010376,0.531661868095398
51,0.8594620227813721,0.49197691679000854,0.531661868095398
52,0.8533881306648254,0.49270421266555786,0.531661868095398
53,0.860344409942627,0.47824913263320923,0.531661868095398
54,0.8604747653007507,0.48940426111221313,0.531661868095398
55,0.8692251443862915,0.45938384532928467,0.531661868095398
56,0.864684522151947,0.4970893859863281,0.531661868095398
57,0.8677780032157898,0.4824449419975281,0.531661868095398
58,0.870914101600647,0.5169689059257507,0.531661868095398
59,0.8728920817375183,0.4682682752609253,0.531661868095398
60,0.8724803924560547,0.49633926153182983,0.531661868095398
61,0.87556391954422,0.453183114528656,0.531661868095398
62,0.875378429889679,0.49068498611450195,0.531661868095398
63,0.8800784945487976,0.4781157970428467,0.531661868095398
64,0.8831183910369873,0.5016685724258423,0.531661868095398
65,0.8778981566429138,0.5285022258758545,0.531661868095398
66,0.8860582709312439,0.5275735855102539,0.531661868095398
67,0.8864373564720154,0.5233784914016724,0.531661868095398
68,0.8803793787956238,0.5055516958236694,0.531661868095398
69,0.8793091773986816,0.5025980472564697,0.531661868095398
70,0.8814050555229187,0.493804931640625,0.531661868095398
71,0.8887509703636169,0.47776150703430176,0.531661868095398
72,0.8864216804504395,0.5219906568527222,0.531661868095398
73,0.8902574777603149,0.5234861373901367,0.531661868095398
74,0.8889838457107544,0.5485807061195374,0.531661868095398
75,0.8895224928855896,0.5231510996818542,0.531661868095398
76,0.8888298869132996,0.5147311091423035,0.531661868095398
77,0.8840734958648682,0.5194661617279053,0.531661868095398
78,0.887016236782074,0.5081331729888916,0.531661868095398
79,0.8872224688529968,0.5023571252822876,0.531661868095398
80,0.8890113830566406,0.5042176246643066,0.531661868095398
81,0.8856400847434998,0.5186114311218262,0.531661868095398
82,0.8881908059120178,0.5324429273605347,0.531661868095398
83,0.895132303237915,0.5006601810455322,0.531661868095398
84,0.8962719440460205,0.5229441523551941,0.531661868095398
85,0.9004979133605957,0.5252783298492432,0.531661868095398
86,0.903721809387207,0.5193285346031189,0.531661868095398
87,0.9044659733772278,0.5374155044555664,0.531661868095398
88,0.9046660661697388,0.5393392443656921,0.531661868095398
89,0.9080618023872375,0.542986273765564,0.531661868095398
90,0.9038143754005432,0.543861985206604,0.531661868095398
91,0.9057748317718506,0.5316848158836365,0.531661868095398
92,0.9102321863174438,0.5455682277679443,0.531661868095398
93,0.8985013365745544,0.5346937775611877,0.531661868095398
94,0.9078273177146912,0.5517398118972778,0.531661868095398
95,0.9108061194419861,0.5322940349578857,0.531661868095398
96,0.912878692150116,0.5126768350601196,0.531661868095398
97,0.9132250547409058,0.5187194347381592,0.531661868095398
98,0.9151012301445007,0.5333542823791504,0.531661868095398
99,0.9156582355499268,0.5489076375961304,0.531661868095398
100,0.9187576770782471,0.5330824851989746,0.531661868095398
101,0.9173174500465393,0.5229153037071228,0.531661868095398
102,0.9195895791053772,0.5416489839553833,0.531661868095398
103,0.9206295609474182,0.5424963235855103,0.531661868095398
104,0.9213448166847229,0.5365771055221558,0.531661868095398
105,0.918956995010376,0.541222095489502,0.531661868095398
106,0.9211108088493347,0.5281561613082886,0.531661868095398
107,0.9229459166526794,0.505520224571228,0.531661868095398
108,0.9225711226463318,0.5429558753967285,0.531661868095398
109,0.9226471185684204,0.521722674369812,0.531661868095398
110,0.9240577816963196,0.5129664540290833,0.531661868095398
111,0.923937976360321,0.5120257139205933,0.531661868095398
112,0.9181728363037109,0.5263979434967041,0.531661868095398
113,0.9188402891159058,0.5090227723121643,0.531661868095398
114,0.9191771745681763,0.5272330641746521,0.531661868095398
115,0.9203166961669922,0.5350936651229858,0.531661868095398
116,0.9247813820838928,0.5370743274688721,0.531661868095398
117,0.9229925274848938,0.5236337780952454,0.531661868095398
118,0.9211641550064087,0.5384852886199951,0.531661868095398
119,0.9219676852226257,0.5278883576393127,0.531661868095398
120,0.9241208434104919,0.5309971570968628,0.531661868095398
