Epoch,Train Accuracy,Validation Accuracy,Test Accuracy
0,0.5293962562615344,0.5682773109243697,0.8670212765957447
1,0.5727656208805695,0.6239495798319328,0.8670212765957447
2,0.6265489058792513,0.6659663865546218,0.8670212765957447
3,0.6798049037701028,0.7205882352941176,0.8670212765957447
4,0.7354336936461904,0.7510504201680672,0.8670212765957447
5,0.7776166622726074,0.7720588235294118,0.8670212765957447
6,0.7983126812549434,0.7762605042016807,0.8670212765957447
7,0.8097811758502504,0.7983193277310925,0.8670212765957447
8,0.8288953335090957,0.7878151260504201,0.8670212765957447
9,0.8477458476140258,0.8151260504201681,0.8670212765957447
10,0.8560506195623517,0.7846638655462185,0.8670212765957447
11,0.8607962035328236,0.7888655462184874,0.8670212765957447
12,0.8760875296598998,0.8235294117647058,0.8670212765957447
13,0.8883469549169523,0.8098739495798319,0.8670212765957447
14,0.8915106775639335,0.8182773109243697,0.8670212765957447
15,0.9021882414974954,0.8203781512605042,0.8670212765957447
16,0.9006063801740047,0.8161764705882353,0.8670212765957447
17,0.9041655681518587,0.819327731092437,0.8670212765957447
18,0.9081202214605852,0.8109243697478992,0.8670212765957447
19,0.9137885578697601,0.8235294117647058,0.8670212765957447
20,0.9172159240706564,0.8256302521008403,0.8670212765957447
21,0.9176113894015291,0.8256302521008403,0.8670212765957447
22,0.9298708146585816,0.8235294117647058,0.8670212765957447
23,0.9234115475876615,0.8287815126050421,0.8670212765957447
24,0.9264434484576852,0.8245798319327731,0.8670212765957447
25,0.9290798839968363,0.8245798319327731,0.8670212765957447
26,0.9251252306881097,0.8382352941176471,0.8670212765957447
27,0.9323754284207751,0.8308823529411765,0.8670212765957447
28,0.9315844977590297,0.8245798319327731,0.8670212765957447
29,0.9360664381755867,0.8413865546218487,0.8670212765957447
30,0.9446348536778276,0.8340336134453782,0.8670212765957447
31,0.9493804376482995,0.8529411764705882,0.8670212765957447
32,0.9450303190087003,0.8455882352941176,0.8670212765957447
33,0.9385710519377801,0.842436974789916,0.8670212765957447
34,0.9402847350382283,0.8203781512605042,0.8670212765957447
35,0.9475349327708937,0.842436974789916,0.8670212765957447
36,0.9474031109939361,0.8340336134453782,0.8670212765957447
37,0.9439757447930398,0.8224789915966386,0.8670212765957447
38,0.9397574479303981,0.8434873949579832,0.8670212765957447
39,0.942130239915634,0.8413865546218487,0.8670212765957447
40,0.9493804376482995,0.8487394957983193,0.8670212765957447
41,0.9462167150013182,0.8487394957983193,0.8670212765957447
42,0.9422620616925916,0.8466386554621849,0.8670212765957447
43,0.9537305562878987,0.8434873949579832,0.8670212765957447
44,0.9485895069865542,0.8434873949579832,0.8670212765957447
45,0.9526759820722384,0.842436974789916,0.8670212765957447
