Epoch,Train R$^2$,Validation R$^2$,Test R$^2$
0,-3.920191764831543,-2.7949602603912354,0.5409313440322876
1,-2.175447702407837,-0.6427445411682129,0.5409313440322876
2,-0.41136491298675537,0.015979468822479248,0.5409313440322876
3,0.06776922941207886,0.19055777788162231,0.5409313440322876
4,0.203940749168396,0.24316781759262085,0.5409313440322876
5,0.2727581858634949,0.21982848644256592,0.5409313440322876
6,0.31487447023391724,0.2067837119102478,0.5409313440322876
7,0.37267160415649414,0.31821125745773315,0.5409313440322876
8,0.4144973158836365,0.3430728316307068,0.5409313440322876
9,0.43576306104660034,0.28588753938674927,0.5409313440322876
10,0.45853185653686523,0.3673087954521179,0.5409313440322876
11,0.483367383480072,0.36538630723953247,0.5409313440322876
12,0.5090183019638062,0.37487083673477173,0.5409313440322876
13,0.5396201610565186,0.3362724781036377,0.5409313440322876
14,0.5451282858848572,0.3467950224876404,0.5409313440322876
15,0.5557892918586731,0.3848864436149597,0.5409313440322876
16,0.5786036252975464,0.36546552181243896,0.5409313440322876
17,0.6150166392326355,0.399308443069458,0.5409313440322876
18,0.6181159019470215,0.41152334213256836,0.5409313440322876
19,0.6248499155044556,0.4149836301803589,0.5409313440322876
20,0.6496657133102417,0.42271852493286133,0.5409313440322876
21,0.6538050174713135,0.41023898124694824,0.5409313440322876
22,0.6667053699493408,0.40530771017074585,0.5409313440322876
23,0.6791269779205322,0.3884115219116211,0.5409313440322876
24,0.6889435052871704,0.41661202907562256,0.5409313440322876
25,0.7018465995788574,0.4028691053390503,0.5409313440322876
26,0.6928352117538452,0.45504575967788696,0.5409313440322876
27,0.7150334119796753,0.43893206119537354,0.5409313440322876
28,0.7323362827301025,0.45197439193725586,0.5409313440322876
29,0.7330966591835022,0.4315023422241211,0.5409313440322876
30,0.7429484128952026,0.43913769721984863,0.5409313440322876
31,0.7526825666427612,0.411121129989624,0.5409313440322876
32,0.758210301399231,0.4598175287246704,0.5409313440322876
33,0.7605470418930054,0.4747686982154846,0.5409313440322876
34,0.781744658946991,0.486818790435791,0.5409313440322876
35,0.7755244374275208,0.46968090534210205,0.5409313440322876
36,0.7847094535827637,0.45369619131088257,0.5409313440322876
37,0.7919809818267822,0.4783817529678345,0.5409313440322876
38,0.794376015663147,0.4240514636039734,0.5409313440322876
