Epoch,Train Accuracy,Validation Accuracy,Test Accuracy
0,0.5402056419720538,0.5756302521008403,0.8702127659574468
1,0.5794885315054047,0.6376050420168067,0.8702127659574468
2,0.6444766675454785,0.6880252100840336,0.8702127659574468
3,0.6964144476667545,0.7100840336134454,0.8702127659574468
4,0.7422884260479832,0.7457983193277311,0.8702127659574468
5,0.780121276034801,0.7657563025210085,0.8702127659574468
6,0.8017400474558397,0.7783613445378151,0.8702127659574468
7,0.8203269180068548,0.8004201680672269,0.8702127659574468
8,0.837068283680464,0.7846638655462185,0.8702127659574468
9,0.8478776693909834,0.7815126050420168,0.8702127659574468
10,0.8560506195623517,0.7878151260504201,0.8702127659574468
11,0.8691009754811495,0.8140756302521008,0.8702127659574468
12,0.8701555496968099,0.8130252100840336,0.8702127659574468
13,0.8859741629317163,0.819327731092437,0.8702127659574468
14,0.8845241233851833,0.8182773109243697,0.8702127659574468
15,0.8908515686791458,0.819327731092437,0.8702127659574468
16,0.8940152913261271,0.8172268907563025,0.8702127659574468
17,0.8944107566569998,0.8130252100840336,0.8702127659574468
18,0.8970471921961508,0.8130252100840336,0.8702127659574468
19,0.9064065383601371,0.8161764705882353,0.8702127659574468
20,0.9058792512523068,0.819327731092437,0.8702127659574468
21,0.9131294489849723,0.8214285714285714,0.8702127659574468
22,0.9176113894015291,0.8088235294117647,0.8702127659574468
23,0.9093066174532033,0.8119747899159664,0.8702127659574468
24,0.9115475876614817,0.8308823529411765,0.8702127659574468
25,0.9243343000263644,0.8361344537815126,0.8702127659574468
26,0.9243343000263644,0.8361344537815126,0.8702127659574468
27,0.9269707355655155,0.819327731092437,0.8702127659574468
28,0.9211705773793831,0.8256302521008403,0.8702127659574468
29,0.9220933298180859,0.8319327731092437,0.8702127659574468
30,0.9284207751120485,0.8476890756302521,0.8702127659574468
31,0.928552596889006,0.8371848739495799,0.8702127659574468
32,0.9265752702346428,0.8214285714285714,0.8702127659574468
33,0.9335618244133931,0.8182773109243697,0.8702127659574468
34,0.9401529132612708,0.8287815126050421,0.8702127659574468
35,0.9369891906142895,0.8287815126050421,0.8702127659574468
36,0.934748220406011,0.8434873949579832,0.8702127659574468
37,0.9358027946216715,0.832983193277311,0.8702127659574468
38,0.9355391510677564,0.832983193277311,0.8702127659574468
39,0.9219615080411284,0.8319327731092437,0.8702127659574468
40,0.933298180859478,0.8319327731092437,0.8702127659574468
41,0.9376482994990772,0.8497899159663865,0.8702127659574468
42,0.9485895069865542,0.8308823529411765,0.8702127659574468
43,0.9416029528078038,0.8256302521008403,0.8702127659574468
44,0.9409438439230161,0.8235294117647058,0.8702127659574468
45,0.9388346954916952,0.8277310924369747,0.8702127659574468
46,0.9510941207487477,0.8361344537815126,0.8702127659574468
47,0.9438439230160822,0.8361344537815126,0.8702127659574468
48,0.9446348536778276,0.8361344537815126,0.8702127659574468
49,0.9495122594252571,0.8413865546218487,0.8702127659574468
50,0.9497759029791721,0.8350840336134454,0.8702127659574468
51,0.9448984972317427,0.8403361344537815,0.8702127659574468
52,0.9462167150013182,0.8350840336134454,0.8702127659574468
53,0.9509622989717902,0.851890756302521,0.8702127659574468
54,0.9408120221460585,0.8382352941176471,0.8702127659574468
55,0.9423938834695492,0.8319327731092437,0.8702127659574468
56,0.9475349327708937,0.8487394957983193,0.8702127659574468
57,0.95689427893488,0.8434873949579832,0.8702127659574468
58,0.9543896651726865,0.8434873949579832,0.8702127659574468
59,0.9533350909570261,0.8361344537815126,0.8702127659574468
60,0.9472712892169787,0.8371848739495799,0.8702127659574468
61,0.9448984972317427,0.8298319327731093,0.8702127659574468
62,0.9474031109939361,0.8476890756302521,0.8702127659574468
63,0.955444239388347,0.8434873949579832,0.8702127659574468
64,0.955444239388347,0.8455882352941176,0.8702127659574468
65,0.9505668336409174,0.8413865546218487,0.8702127659574468
66,0.9542578433957289,0.8403361344537815,0.8702127659574468
67,0.9462167150013182,0.8413865546218487,0.8702127659574468
68,0.9492486158713419,0.851890756302521,0.8702127659574468
69,0.95043501186396,0.8571428571428571,0.8702127659574468
70,0.9584761402583707,0.8487394957983193,0.8702127659574468
71,0.9534669127339837,0.8466386554621849,0.8702127659574468
72,0.9510941207487477,0.8466386554621849,0.8702127659574468
73,0.9543896651726865,0.8529411764705882,0.8702127659574468
74,0.955444239388347,0.8319327731092437,0.8702127659574468
75,0.9537305562878987,0.8539915966386554,0.8702127659574468
76,0.959267070920116,0.851890756302521,0.8702127659574468
77,0.9605852886896915,0.8476890756302521,0.8702127659574468
78,0.9596625362509886,0.8560924369747899,0.8702127659574468
79,0.9474031109939361,0.8382352941176471,0.8702127659574468
80,0.9463485367782758,0.8466386554621849,0.8702127659574468
81,0.9545214869496441,0.8445378151260504,0.8702127659574468
82,0.9533350909570261,0.8560924369747899,0.8702127659574468
83,0.95689427893488,0.8550420168067226,0.8702127659574468
84,0.9600580015818613,0.8476890756302521,0.8702127659574468
85,0.9630899024518851,0.8550420168067226,0.8702127659574468
86,0.9622989717901397,0.8361344537815126,0.8702127659574468
87,0.9561033482731347,0.8508403361344538,0.8702127659574468
88,0.961639862905352,0.8476890756302521,0.8702127659574468
89,0.9578170313735829,0.8487394957983193,0.8702127659574468
90,0.9600580015818613,0.8466386554621849,0.8702127659574468
91,0.9650672291062483,0.8382352941176471,0.8702127659574468
92,0.965462694437121,0.8445378151260504,0.8702127659574468
93,0.9625626153440549,0.8466386554621849,0.8702127659574468
94,0.9649354073292908,0.8508403361344538,0.8702127659574468
95,0.9637490113366728,0.8434873949579832,0.8702127659574468
96,0.9613762193514369,0.8466386554621849,0.8702127659574468
97,0.9607171104666491,0.851890756302521,0.8702127659574468
98,0.9674400210914843,0.8455882352941176,0.8702127659574468
99,0.9659899815449512,0.8455882352941176,0.8702127659574468
100,0.9609807540205642,0.8434873949579832,0.8702127659574468
101,0.9586079620353283,0.8529411764705882,0.8702127659574468
102,0.9658581597679937,0.842436974789916,0.8702127659574468
103,0.9644081202214606,0.8445378151260504,0.8702127659574468
104,0.9694173477458476,0.8445378151260504,0.8702127659574468
105,0.9700764566306354,0.8571428571428571,0.8702127659574468
106,0.9702082784075929,0.8581932773109243,0.8702127659574468
107,0.9712628526232534,0.8476890756302521,0.8702127659574468
108,0.9706037437384656,0.851890756302521,0.8702127659574468
109,0.9727128921697864,0.8455882352941176,0.8702127659574468
110,0.9622989717901397,0.8497899159663865,0.8702127659574468
111,0.961639862905352,0.8371848739495799,0.8702127659574468
112,0.9667809122066966,0.8476890756302521,0.8702127659574468
113,0.9648035855523333,0.8413865546218487,0.8702127659574468
114,0.9702082784075929,0.8434873949579832,0.8702127659574468
115,0.9687582388610598,0.8434873949579832,0.8702127659574468
116,0.9674400210914843,0.8392857142857143,0.8702127659574468
117,0.966649090429739,0.8550420168067226,0.8702127659574468
118,0.9688900606380174,0.8476890756302521,0.8702127659574468
119,0.9720537832849987,0.851890756302521,0.8702127659574468
120,0.9699446348536779,0.8550420168067226,0.8702127659574468
121,0.9651990508832059,0.8466386554621849,0.8702127659574468
122,0.9657263379910361,0.8371848739495799,0.8702127659574468
123,0.9679673081993145,0.8466386554621849,0.8702127659574468
124,0.9717901397310835,0.851890756302521,0.8702127659574468
125,0.9731083575006592,0.8466386554621849,0.8702127659574468
126,0.9721856050619563,0.8550420168067226,0.8702127659574468
127,0.9738992881624045,0.8529411764705882,0.8702127659574468
128,0.9720537832849987,0.8508403361344538,0.8702127659574468
129,0.9721856050619563,0.8466386554621849,0.8702127659574468
130,0.9724492486158713,0.8455882352941176,0.8702127659574468
131,0.9721856050619563,0.8529411764705882,0.8702127659574468
132,0.972844713946744,0.8455882352941176,0.8702127659574468
133,0.9720537832849987,0.8434873949579832,0.8702127659574468
134,0.9717901397310835,0.8445378151260504,0.8702127659574468
135,0.9702082784075929,0.8487394957983193,0.8702127659574468
136,0.9709992090693382,0.8497899159663865,0.8702127659574468
137,0.9737674663854469,0.8560924369747899,0.8702127659574468
138,0.9738992881624045,0.8508403361344538,0.8702127659574468
