Epoch,Train R$^2$,Validation R$^2$,Test R$^2$
0,-3.9417343139648438,-3.104285717010498,0.5143448710441589
1,-2.183173656463623,-0.715398907661438,0.5143448710441589
2,-0.40691566467285156,0.09456634521484375,0.5143448710441589
3,0.10476166009902954,0.2540358304977417,0.5143448710441589
4,0.230618417263031,0.2979508638381958,0.5143448710441589
5,0.3060958981513977,0.31863415241241455,0.5143448710441589
6,0.3448953628540039,0.3218478560447693,0.5143448710441589
7,0.408683717250824,0.38212281465530396,0.5143448710441589
8,0.44971317052841187,0.3436899781227112,0.5143448710441589
9,0.47449880838394165,0.26355141401290894,0.5143448710441589
10,0.48896825313568115,0.38129734992980957,0.5143448710441589
11,0.49971961975097656,0.35680198669433594,0.5143448710441589
12,0.5226964950561523,0.3665037155151367,0.5143448710441589
13,0.5419425368309021,0.3303987979888916,0.5143448710441589
14,0.5474982261657715,0.3823334574699402,0.5143448710441589
15,0.5681920051574707,0.37403780221939087,0.5143448710441589
16,0.5952757596969604,0.3868306279182434,0.5143448710441589
17,0.6004185676574707,0.38474589586257935,0.5143448710441589
18,0.6109600067138672,0.404985249042511,0.5143448710441589
19,0.6249692440032959,0.41137516498565674,0.5143448710441589
20,0.6391218900680542,0.4201505780220032,0.5143448710441589
21,0.6518860459327698,0.42831742763519287,0.5143448710441589
22,0.66005539894104,0.37866926193237305,0.5143448710441589
23,0.6730453968048096,0.4366229176521301,0.5143448710441589
24,0.6619367003440857,0.4285695552825928,0.5143448710441589
25,0.6845122575759888,0.4030705690383911,0.5143448710441589
26,0.6905574798583984,0.430080771446228,0.5143448710441589
27,0.7030044198036194,0.45252174139022827,0.5143448710441589
28,0.7162859439849854,0.4468519687652588,0.5143448710441589
29,0.7171840071678162,0.4708864092826843,0.5143448710441589
30,0.735504150390625,0.4714124798774719,0.5143448710441589
31,0.7315727472305298,0.4483131766319275,0.5143448710441589
32,0.7444552183151245,0.4895394444465637,0.5143448710441589
33,0.7445155382156372,0.4388924837112427,0.5143448710441589
34,0.7636902332305908,0.43316107988357544,0.5143448710441589
35,0.7540843486785889,0.42854732275009155,0.5143448710441589
36,0.7644172310829163,0.43389779329299927,0.5143448710441589
37,0.7738064527511597,0.46937453746795654,0.5143448710441589
38,0.7708531618118286,0.4528341293334961,0.5143448710441589
39,0.7780909538269043,0.47018569707870483,0.5143448710441589
40,0.7845041751861572,0.4157681465148926,0.5143448710441589
41,0.7877194881439209,0.4614012837409973,0.5143448710441589
42,0.7961772680282593,0.4071587920188904,0.5143448710441589
43,0.8022213578224182,0.4656742811203003,0.5143448710441589
44,0.8020005226135254,0.47924476861953735,0.5143448710441589
45,0.8118529319763184,0.45924896001815796,0.5143448710441589
46,0.8121547698974609,0.46947401762008667,0.5143448710441589
47,0.808635950088501,0.4419494867324829,0.5143448710441589
48,0.8054611086845398,0.45181822776794434,0.5143448710441589
49,0.8066313862800598,0.47780072689056396,0.5143448710441589
50,0.8164909482002258,0.4710465669631958,0.5143448710441589
51,0.8161831498146057,0.44691574573516846,0.5143448710441589
52,0.8128512501716614,0.45647281408309937,0.5143448710441589
53,0.817546546459198,0.45433753728866577,0.5143448710441589
54,0.8336202502250671,0.45576637983322144,0.5143448710441589
55,0.8414075970649719,0.4340197443962097,0.5143448710441589
56,0.8280681371688843,0.48858243227005005,0.5143448710441589
